Date,Open,High,Low,Close,Adj Close,Volume
2003-12-01,1.723811,1.733102,1.717298,1.729386,1.729386,0
2003-12-08,1.729505,1.751099,1.727504,1.739100,1.739100,0
2003-12-15,1.739403,1.774812,1.738889,1.762611,1.762611,0
2003-12-22,1.762798,1.834391,1.760594,1.772704,1.772704,0
2003-12-29,1.772390,1.796590,1.770601,1.795203,1.795203,0
2004-01-05,1.795493,1.850687,1.795107,1.847609,1.847609,0
2004-01-12,1.847302,1.857804,1.764104,1.799597,1.799597,0
2004-01-19,1.799888,1.851886,1.782785,1.824185,1.824185,0
2004-01-26,1.824984,1.838506,1.802809,1.824884,1.824884,0
2004-02-02,1.824784,1.850413,1.814191,1.844814,1.844814,0
2004-02-09,1.845189,1.897893,1.845189,1.884588,1.884588,0
2004-02-16,1.884694,1.914095,1.858598,1.859600,1.859600,0
2004-02-23,1.859116,1.894585,1.847097,1.874485,1.874485,0
2004-03-01,1.874204,1.875012,1.816992,1.846211,1.846211,0
2004-03-08,1.846483,1.858494,1.791408,1.799111,1.799111,0
2004-03-15,1.799306,1.839013,1.795397,1.833685,1.833685,0
2004-03-22,1.833786,1.854084,1.799986,1.813302,1.813302,0
2004-03-29,1.813993,1.859393,1.807501,1.828990,1.828990,0
2004-04-05,1.828688,1.846688,1.811890,1.833887,1.833887,0
2004-04-12,1.833887,1.842096,1.776988,1.799111,1.799111,0
2004-04-19,1.799111,1.814191,1.763389,1.772390,1.772390,0
2004-04-26,1.772515,1.796913,1.758891,1.779011,1.779011,0
2004-05-03,1.779011,1.800991,1.769786,1.786512,1.786512,0
2004-05-10,1.786512,1.787885,1.748710,1.759913,1.759913,0
2004-05-17,1.760006,1.795010,1.757902,1.790286,1.790286,0
2004-05-24,1.789901,1.842197,1.782785,1.835199,1.835199,0
2004-05-31,1.835401,1.848600,1.828387,1.842299,1.842299,0
2004-06-07,1.842299,1.848087,1.816695,1.817785,1.817785,0
2004-06-14,1.817785,1.839893,1.805087,1.838303,1.838303,0
2004-06-21,1.838607,1.841010,1.811201,1.827085,1.827085,0
2004-06-28,1.827185,1.835705,1.801899,1.833685,1.833685,0
2004-07-05,1.833685,1.861816,1.827385,1.861608,1.861608,0
2004-07-12,1.861504,1.875012,1.848087,1.875188,1.875188,0
2004-07-19,1.875399,1.877194,1.830597,1.832710,1.832710,0
2004-07-26,1.832811,1.844508,1.810086,1.821295,1.821295,0
2004-08-02,1.821693,1.846483,1.815904,1.841994,1.841994,0
2004-08-09,1.842096,1.844916,1.813796,1.843794,1.843794,0
2004-08-16,1.843896,1.845393,1.816596,1.817884,1.817884,0
2004-08-23,1.817884,1.818909,1.789293,1.790799,1.790799,0
2004-08-30,1.790799,1.806489,1.774214,1.774906,1.774906,0
2004-09-06,1.774906,1.801802,1.771510,1.798011,1.798011,0
2004-09-13,1.798011,1.802711,1.775190,1.792307,1.792307,0
2004-09-20,1.792307,1.807599,1.782213,1.806000,1.806000,0
2004-09-27,1.806000,1.815805,1.793400,1.797591,1.797591,0
2004-10-04,1.797591,1.797785,1.775095,1.794495,1.794495,0
2004-10-11,1.794495,1.805902,1.784790,1.804598,1.804598,0
2004-10-18,1.804207,1.831502,1.792789,1.829793,1.829793,0
2004-10-25,1.829893,1.845086,1.820797,1.841485,1.841485,0
2004-11-01,1.841383,1.857286,1.830496,1.855907,1.855907,0
2004-11-08,1.856114,1.861504,1.838810,1.856700,1.856700,0
2004-11-15,1.856907,1.863794,1.844304,1.857597,1.857597,0
2004-11-22,1.857597,1.903384,1.852916,1.892004,1.892004,0
2004-11-29,1.892004,1.944693,1.885690,1.944012,1.944012,0
2004-12-06,1.943786,1.950801,1.902805,1.911498,1.911498,0
2004-12-13,1.911498,1.954881,1.911498,1.941898,1.941898,0
2004-12-20,1.941898,1.950496,1.910512,1.924002,1.924002,0
2004-12-27,1.924002,1.940994,1.908798,1.919717,1.919717,0
2005-01-03,1.919791,1.919791,1.865811,1.871888,1.871888,0
2005-01-10,1.871888,1.893903,1.865184,1.871713,1.871713,0
2005-01-17,1.871713,1.882317,1.853499,1.877405,1.877405,0
2005-01-24,1.877300,1.891897,1.863412,1.886010,1.886010,0
2005-01-31,1.886010,1.890895,1.871783,1.873501,1.873501,0
2005-02-07,1.873501,1.875293,1.851612,1.869613,1.869613,0
2005-02-14,1.869683,1.897785,1.868984,1.893796,1.893796,0
2005-02-21,1.894083,1.919902,1.891289,1.919386,1.919386,0
2005-02-28,1.919791,1.927005,1.905815,1.923891,1.923891,0
2005-03-07,1.923817,1.932404,1.912009,1.927599,1.927599,0
2005-03-14,1.927711,1.929012,1.910585,1.919791,1.919791,0
2005-03-21,1.919791,1.920197,1.866507,1.870592,1.870592,0
2005-03-28,1.870487,1.896490,1.860015,1.879099,1.879099,0
2005-04-04,1.879417,1.886615,1.867693,1.885690,1.885690,0
2005-04-11,1.882495,1.895591,1.876701,1.894083,1.894083,0
2005-04-18,1.894011,1.921599,1.888788,1.916113,1.916113,0
2005-04-25,1.916810,1.916994,1.899804,1.906105,1.906105,0
2005-05-02,1.906214,1.907414,1.889288,1.890502,1.890502,0
2005-05-09,1.890395,1.891217,1.848497,1.848702,1.848702,0
2005-05-16,1.848395,1.849386,1.823786,1.825784,1.825784,0
2005-05-23,1.827085,1.835806,1.819704,1.823586,1.823586,0
2005-05-30,1.823287,1.825884,1.808187,1.814816,1.814816,0
2005-06-06,1.814816,1.839216,1.811496,1.811791,1.811791,0
2005-06-13,1.811988,1.832811,1.800699,1.823985,1.823985,0
2005-06-20,1.824884,1.833315,1.814289,1.823487,1.823487,0
2005-06-27,1.823187,1.831401,1.757902,1.761897,1.761897,0
2005-07-04,1.759789,1.764789,1.732712,1.738496,1.738496,0
2005-07-11,1.738586,1.779011,1.737589,1.751191,1.751191,0
2005-07-18,1.751314,1.760315,1.728011,1.736895,1.736895,0
2005-07-25,1.736895,1.760904,1.733914,1.754386,1.754386,0
2005-08-01,1.754601,1.783199,1.754509,1.775600,1.775600,0
2005-08-08,1.776010,1.817686,1.773616,1.815706,1.815706,0
2005-08-15,1.815508,1.816497,1.789613,1.796913,1.796913,0
2005-08-22,1.796816,1.809201,1.791697,1.804012,1.804012,0
2005-08-29,1.804012,1.845086,1.782595,1.839791,1.839791,0
2005-09-05,1.839791,1.850105,1.832509,1.841485,1.841485,0
2005-09-12,1.841587,1.842706,1.801510,1.801510,1.801510,0
2005-09-19,1.801315,1.815014,1.770601,1.772107,1.772107,0
2005-09-26,1.772201,1.779993,1.757315,1.762208,1.762208,0
2005-10-03,1.762208,1.781198,1.752388,1.758211,1.758211,0
2005-10-10,1.758489,1.770789,1.739614,1.765007,1.765007,0
2005-10-17,1.765194,1.779898,1.742889,1.766909,1.766909,0
2005-10-24,1.766909,1.790094,1.763886,1.775190,1.775190,0
2005-10-31,1.774906,1.782086,1.745688,1.748588,1.748588,0
2005-11-07,1.748802,1.751896,1.733493,1.742798,1.742798,0
2005-11-14,1.742585,1.768910,1.710806,1.717092,1.717092,0
2005-11-21,1.716886,1.727712,1.708000,1.714913,1.714913,0
2005-11-28,1.713591,1.736292,1.705990,1.732292,1.732292,0
2005-12-05,1.732412,1.756605,1.728609,1.751405,1.751405,0
2005-12-12,1.751896,1.780690,1.751712,1.772515,1.772515,0
2005-12-19,1.772610,1.773207,1.731212,1.734004,1.734004,0
2005-12-26,1.734094,1.740705,1.714002,1.722386,1.722386,0
2006-01-02,1.721704,1.772107,1.719010,1.768784,1.768784,0
2006-01-09,1.769004,1.778885,1.752787,1.777809,1.777809,0
2006-01-16,1.777714,1.779898,1.753586,1.773207,1.773207,0
2006-01-23,1.772987,1.793014,1.767315,1.769598,1.769598,0
2006-01-30,1.769786,1.785810,1.760006,1.763015,1.763015,0
2006-02-06,1.763015,1.764291,1.738496,1.743892,1.743892,0
2006-02-13,1.743801,1.748496,1.728997,1.742798,1.742798,0
2006-02-20,1.742889,1.755187,1.738314,1.740493,1.740493,0
2006-02-27,1.740614,1.759015,1.738012,1.759603,1.759603,0
2006-03-06,1.759913,1.762208,1.723989,1.727712,1.727712,0
2006-03-13,1.727712,1.759386,1.723900,1.755187,1.755187,0
2006-03-20,1.755803,1.758396,1.731602,1.742009,1.742009,0
2006-03-27,1.742100,1.753709,1.732292,1.737801,1.737801,0
2006-04-03,1.738012,1.761494,1.725715,1.743497,1.743497,0
2006-04-10,1.743406,1.756790,1.738103,1.754909,1.754909,0
2006-04-17,1.755002,1.793690,1.755002,1.787310,1.787310,0
2006-04-24,1.787406,1.826684,1.780500,1.824285,1.824285,0
2006-05-01,1.824185,1.864802,1.821096,1.861296,1.861296,0
2006-05-08,1.861400,1.899696,1.851989,1.899804,1.899804,0
2006-05-15,1.899913,1.901285,1.871012,1.877300,1.877300,0
2006-05-22,1.877300,1.888396,1.853603,1.858701,1.858701,0
2006-05-29,1.858598,1.886010,1.857114,1.883488,1.883488,0
2006-06-05,1.883488,1.887683,1.838066,1.839283,1.839283,0
2006-06-12,1.839588,1.855391,1.832206,1.851989,1.851989,0
2006-06-19,1.852092,1.853087,1.814059,1.819505,1.819505,0
2006-06-26,1.819604,1.849797,1.809791,1.847712,1.847712,0
2006-07-03,1.847609,1.853293,1.833214,1.849899,1.849899,0
2006-07-10,1.850002,1.851886,1.831703,1.838810,1.838810,0
2006-07-17,1.838607,1.860188,1.818413,1.859911,1.859911,0
2006-07-24,1.859911,1.867414,1.839216,1.862510,1.862510,0
2006-07-31,1.862787,1.912412,1.862163,1.907487,1.907487,0
2006-08-07,1.907414,1.913692,1.887291,1.892398,1.892398,0
2006-08-14,1.892183,1.902298,1.878499,1.882814,1.882814,0
2006-08-21,1.882814,1.899299,1.882388,1.887612,1.887612,0
2006-08-28,1.887683,1.909016,1.886686,1.907014,1.907014,0
2006-09-04,1.907196,1.908215,1.863516,1.865811,1.865811,0
2006-09-11,1.866089,1.891217,1.861088,1.878393,1.878393,0
2006-09-18,1.878217,1.906105,1.874309,1.901285,1.901285,0
2006-09-25,1.901394,1.907305,1.864002,1.871608,1.871608,0
2006-10-02,1.871608,1.889895,1.868251,1.869998,1.869998,0
2006-10-09,1.869998,1.871503,1.852401,1.855288,1.855288,0
2006-10-16,1.855597,1.885903,1.852984,1.882991,1.882991,0
2006-10-23,1.882991,1.900201,1.868007,1.896813,1.896813,0
2006-10-30,1.896813,1.913509,1.896418,1.901791,1.901791,0
2006-11-06,1.901791,1.917913,1.895483,1.912009,1.912009,0
2006-11-13,1.911790,1.915415,1.884197,1.894406,1.894406,0
2006-11-20,1.894190,1.947116,1.893796,1.939789,1.939789,0
2006-11-27,1.939601,1.984009,1.932703,1.982200,1.982200,0
2006-12-04,1.981846,1.982200,1.951600,1.954881,1.954881,0
2006-12-11,1.953812,1.972815,1.947003,1.952896,1.952896,0
2006-12-18,1.952782,1.974801,1.943899,1.959593,1.959593,0
2006-12-25,1.959708,1.975894,1.951981,1.959209,1.959209,0
2007-01-01,1.959209,1.975387,1.927005,1.930018,1.930018,0
2007-01-08,1.929794,1.960400,1.927117,1.960400,1.960400,0
2007-01-15,1.960400,1.977613,1.957598,1.973905,1.973905,0
2007-01-22,1.974100,1.991437,1.957407,1.961400,1.961400,0
2007-01-29,1.961400,1.973593,1.948786,1.965795,1.965795,0
2007-02-05,1.965795,1.991001,1.942804,1.953697,1.953697,0
2007-02-12,1.953583,1.966917,1.940805,1.953011,1.953011,0
2007-02-19,1.952896,1.965293,1.944012,1.964405,1.964405,0
2007-02-26,1.964289,1.967381,1.934797,1.934797,1.934797,0
2007-03-05,1.934498,1.937985,1.918797,1.937985,1.937985,0
2007-03-12,1.937684,1.949812,1.921783,1.941597,1.941597,0
2007-03-19,1.941597,1.971998,1.940391,1.959017,1.959017,0
2007-03-26,1.959785,1.972192,1.950915,1.968000,1.968000,0
2007-04-02,1.968117,1.986610,1.964019,1.964984,1.964984,0
2007-04-09,1.964984,1.989693,1.959593,1.988783,1.988783,0
2007-04-16,1.988704,2.013004,1.986808,2.005013,2.005013,0
2007-04-23,2.004691,2.006219,1.987202,1.995809,1.995809,0
2007-04-30,1.995610,2.007307,1.975114,1.993819,1.993819,0
2007-05-07,1.993819,1.999200,1.976597,1.982200,1.982200,0
2007-05-14,1.982003,1.987202,1.970482,1.975309,1.975309,0
2007-05-21,1.975192,1.989416,1.968310,1.984206,1.984206,0
2007-05-28,1.984088,1.990010,1.973983,1.982318,1.982318,0
2007-06-04,1.982200,1.996885,1.963094,1.967807,1.967807,0
2007-06-11,1.967613,1.978513,1.965409,1.976402,1.976402,0
2007-06-18,1.976402,1.999680,1.976402,1.999600,1.999600,0
2007-06-25,1.999480,2.010010,1.993581,2.008597,2.008597,0
2007-07-02,2.008395,2.020488,2.006783,2.011789,2.011789,0
2007-07-09,2.011384,2.036909,2.010293,2.033802,2.033802,0
2007-07-16,2.033802,2.058291,2.033181,2.055498,2.055498,0
2007-07-23,2.055498,2.065092,2.019019,2.022695,2.022695,0
2007-07-30,2.023309,2.045994,2.021182,2.039900,2.039900,0
2007-08-06,2.039900,2.045617,2.015885,2.023391,2.023391,0
2007-08-13,2.022981,2.025891,1.967303,1.979101,1.979101,0
2007-08-20,1.978709,2.017919,1.974996,2.015195,2.015195,0
2007-08-27,2.015520,2.023186,1.996805,2.017105,2.017105,0
2007-09-03,2.016617,2.031488,2.004812,2.027986,2.027986,0
2007-09-10,2.027781,2.036287,2.005213,2.006219,2.006219,0
2007-09-17,2.006099,2.021591,1.988388,2.021386,2.021386,0
2007-09-24,2.021305,2.048718,2.008920,2.045785,2.045785,0
2007-10-01,2.045617,2.049180,2.028315,2.041900,2.041900,0
2007-10-08,2.041900,2.047209,2.025316,2.035416,2.035416,0
2007-10-15,2.035416,2.057401,2.029509,2.050315,2.050315,0
2007-10-22,2.050189,2.056894,2.026383,2.053810,2.053810,0
2007-10-29,2.054021,2.090782,2.053304,2.088206,2.088206,0
2007-11-05,2.087988,2.115820,2.079218,2.086202,2.086202,0
2007-11-12,2.086115,2.086115,2.036204,2.054189,2.054189,0
2007-11-19,2.054021,2.075895,2.045701,2.064196,2.064196,0
2007-11-26,2.070608,2.083116,2.054021,2.057909,2.057909,0
2007-12-03,2.057401,2.067996,2.019712,2.033306,2.033306,0
2007-12-10,2.033595,2.053894,2.014707,2.016698,2.016698,0
2007-12-17,2.016414,2.022817,1.981218,1.983891,1.983891,0
2007-12-24,1.984009,2.002203,1.970094,1.998481,1.998481,0
2007-12-31,1.998202,2.010010,1.968194,1.972114,1.972114,0
2008-01-07,1.971998,1.982514,1.949204,1.959286,1.959286,0
2008-01-14,1.959516,1.974217,1.953011,1.968388,1.968388,0
2008-01-21,1.951600,1.987281,1.950116,1.986610,1.986610,0
2008-01-28,1.986097,1.994416,1.963209,1.965409,1.965409,0
2008-02-04,1.965409,1.978709,1.939789,1.946510,1.946510,0
2008-02-11,1.946889,1.973593,1.941408,1.957982,1.957982,0
2008-02-18,1.958595,1.970715,1.936783,1.969085,1.969085,0
2008-02-25,1.968892,1.997284,1.962285,1.984915,1.984915,0
2008-03-03,1.984403,2.020488,1.972581,2.019590,2.019590,0
2008-03-10,2.019386,2.039318,2.000480,2.019508,2.019508,0
2008-03-17,2.019101,2.027205,1.975504,1.979101,1.979101,0
2008-03-24,1.979297,2.019019,1.976206,1.994018,1.994018,0
2008-03-31,1.993382,2.003205,1.975894,1.993302,1.993302,0
2008-04-07,1.993183,1.993581,1.965409,1.968000,1.968000,0
2008-04-14,1.967613,1.999880,1.960400,1.999880,1.999880,0
2008-04-21,1.999960,2.002283,1.968194,1.982318,1.982318,0
2008-04-28,1.982475,1.996127,1.963364,1.973399,1.973399,0
2008-05-05,1.973399,1.978513,1.946510,1.951181,1.951181,0
2008-05-12,1.951181,1.963017,1.938097,1.956717,1.956717,0
2008-05-19,1.956794,1.984993,1.945828,1.979688,1.979688,0
2008-05-26,1.980198,1.984599,1.969008,1.979492,1.979492,0
2008-06-02,1.974607,1.976285,1.946813,1.971104,1.971104,0
2008-06-09,1.971298,1.980002,1.941785,1.949318,1.949318,0
2008-06-16,1.949394,1.978983,1.947192,1.974217,1.974217,0
2008-06-23,1.974061,1.995291,1.959017,1.994893,1.994893,0
2008-06-30,1.994814,1.996885,1.980276,1.982868,1.982868,0
2008-07-07,1.982789,1.994893,1.965486,1.987400,1.987400,0
2008-07-14,1.987716,2.013288,1.982200,1.993819,1.993819,0
2008-07-21,1.994098,2.007669,1.982278,1.989100,1.989100,0
2008-07-28,1.988981,1.996686,1.973165,1.974996,1.974996,0
2008-08-04,1.975036,1.976011,1.911607,1.913509,1.913509,0
2008-08-11,1.915012,1.925818,1.851989,1.864906,1.864906,0
2008-08-18,1.865289,1.879593,1.850310,1.850618,1.850618,0
2008-08-25,1.850687,1.859185,1.808907,1.810512,1.810512,0
2008-09-01,1.810610,1.813007,1.754940,1.784790,1.784790,0
2008-09-08,1.783994,1.807403,1.745292,1.798594,1.798594,0
2008-09-15,1.797882,1.838607,1.775694,1.830697,1.830697,0
2008-09-22,1.830530,1.866298,1.826885,1.832173,1.832173,0
2008-09-29,1.833013,1.833987,1.756296,1.765194,1.765194,0
